candidate_id,candidate_name,degree_result,location,course_id,course_name,start_date,duration,week_no,analytic,independent,determined,professional,studious,imaginative,presentation_pct,psychometrics_pct
9,Lay Trosdall,NULL,London Academy,26,Engineering 19,2019-04-29,10,10,7,8,8,8,8,8,65.63,61
60,Horatio Christley,1st,London Academy,27,Engineering 20,2019-05-27,10,1,3,5,4,2,2,2,59.38,65
60,Horatio Christley,1st,London Academy,27,Engineering 20,2019-05-27,10,2,2,2,3,3,2,2,59.38,65
60,Horatio Christley,1st,London Academy,27,Engineering 20,2019-05-27,10,3,1,1,1,1,1,1,59.38,65
60,Horatio Christley,1st,London Academy,27,Engineering 20,2019-05-27,10,4,NULL,NULL,NULL,NULL,NULL,NULL,59.38,65
60,Horatio Christley,1st,London Academy,27,Engineering 20,2019-05-27,10,5,NULL,NULL,NULL,NULL,NULL,NULL,59.38,65
60,Horatio Christley,1st,London Academy,27,Engineering 20,2019-05-27,10,6,NULL,NULL,NULL,NULL,NULL,NULL,59.38,65
60,Horatio Christley,1st,London Academy,27,Engineering 20,2019-05-27,10,7,NULL,NULL,NULL,NULL,NULL,NULL,59.38,65
60,Horatio Christley,1st,London Academy,27,Engineering 20,2019-05-27,10,8,NULL,NULL,NULL,NULL,NULL,NULL,59.38,65
60,Horatio Christley,1st,London Academy,27,Engineering 20,2019-05-27,10,9,NULL,NULL,NULL,NULL,NULL,NULL,59.38,65
60,Horatio Christley,1st,London Academy,27,Engineering 20,2019-05-27,10,10,NULL,NULL,NULL,NULL,NULL,NULL,59.38,65
82,Gayla Bownas,2:2,London Academy,3,Business 22,2019-04-15,8,1,3,3,4,4,3,3,56.25,60
82,Gayla Bownas,2:2,London Academy,3,Business 22,2019-04-15,8,2,1,2,4,2,5,5,56.25,60
82,Gayla Bownas,2:2,London Academy,3,Business 22,2019-04-15,8,3,1,2,7,2,3,2,56.25,60
82,Gayla Bownas,2:2,London Academy,3,Business 22,2019-04-15,8,4,4,7,5,6,7,8,56.25,60
82,Gayla Bownas,2:2,London Academy,3,Business 22,2019-04-15,8,5,8,7,7,6,6,2,56.25,60
82,Gayla Bownas,2:2,London Academy,3,Business 22,2019-04-15,8,6,3,7,5,8,4,8,56.25,60
82,Gayla Bownas,2:2,London Academy,3,Business 22,2019-04-15,8,7,6,8,4,5,4,8,56.25,60
82,Gayla Bownas,2:2,London Academy,3,Business 22,2019-04-15,8,8,8,8,8,5,8,8,56.25,60
90,Idelle Kidstoun,2:2,Birmingham Academy,4,Business 23,2019-05-20,8,1,4,2,3,3,1,4,53.13,54
90,Idelle Kidstoun,2:2,Birmingham Academy,4,Business 23,2019-05-20,8,2,1,6,3,2,3,3,53.13,54
90,Idelle Kidstoun,2:2,Birmingham Academy,4,Business 23,2019-05-20,8,3,3,3,1,3,3,1,53.13,54
90,Idelle Kidstoun,2:2,Birmingham Academy,4,Business 23,2019-05-20,8,4,3,4,8,2,2,8,53.13,54
90,Idelle Kidstoun,2:2,Birmingham Academy,4,Business 23,2019-05-20,8,5,5,6,3,7,8,4,53.13,54
90,Idelle Kidstoun,2:2,Birmingham Academy,4,Business 23,2019-05-20,8,6,7,4,5,3,8,3,53.13,54
90,Idelle Kidstoun,2:2,Birmingham Academy,4,Business 23,2019-05-20,8,7,8,1,8,8,6,5,53.13,54
90,Idelle Kidstoun,2:2,Birmingham Academy,4,Business 23,2019-05-20,8,8,8,7,5,5,6,7,53.13,54
98,Norbie Iacobucci,2:1,Birmingham Academy,15,Data 31,2019-05-20,10,1,2,2,1,2,3,1,62.5,56
98,Norbie Iacobucci,2:1,Birmingham Academy,15,Data 31,2019-05-20,10,2,NULL,NULL,NULL,NULL,NULL,NULL,62.5,56
98,Norbie Iacobucci,2:1,Birmingham Academy,15,Data 31,2019-05-20,10,3,NULL,NULL,NULL,NULL,NULL,NULL,62.5,56
98,Norbie Iacobucci,2:1,Birmingham Academy,15,Data 31,2019-05-20,10,4,NULL,NULL,NULL,NULL,NULL,NULL,62.5,56
98,Norbie Iacobucci,2:1,Birmingham Academy,15,Data 31,2019-05-20,10,5,NULL,NULL,NULL,NULL,NULL,NULL,62.5,56
98,Norbie Iacobucci,2:1,Birmingham Academy,15,Data 31,2019-05-20,10,6,NULL,NULL,NULL,NULL,NULL,NULL,62.5,56
98,Norbie Iacobucci,2:1,Birmingham Academy,15,Data 31,2019-05-20,10,7,NULL,NULL,NULL,NULL,NULL,NULL,62.5,56
98,Norbie Iacobucci,2:1,Birmingham Academy,15,Data 31,2019-05-20,10,8,NULL,NULL,NULL,NULL,NULL,NULL,62.5,56
98,Norbie Iacobucci,2:1,Birmingham Academy,15,Data 31,2019-05-20,10,9,NULL,NULL,NULL,NULL,NULL,NULL,62.5,56
98,Norbie Iacobucci,2:1,Birmingham Academy,15,Data 31,2019-05-20,10,10,NULL,NULL,NULL,NULL,NULL,NULL,62.5,56
122,Cami Burberow,3rd,London Academy,3,Business 22,2019-04-15,8,1,1,5,4,6,3,5,81.25,62
122,Cami Burberow,3rd,London Academy,3,Business 22,2019-04-15,8,2,5,1,3,3,6,8,81.25,62
122,Cami Burberow,3rd,London Academy,3,Business 22,2019-04-15,8,3,5,3,6,3,1,4,81.25,62
122,Cami Burberow,3rd,London Academy,3,Business 22,2019-04-15,8,4,7,5,8,8,8,5,81.25,62
122,Cami Burberow,3rd,London Academy,3,Business 22,2019-04-15,8,5,8,6,4,8,8,5,81.25,62
122,Cami Burberow,3rd,London Academy,3,Business 22,2019-04-15,8,6,8,7,6,8,7,4,81.25,62
122,Cami Burberow,3rd,London Academy,3,Business 22,2019-04-15,8,7,8,8,6,8,5,8,81.25,62
122,Cami Burberow,3rd,London Academy,3,Business 22,2019-04-15,8,8,4,6,5,4,8,8,81.25,62
123,Lynnell Samber,2:2,London Academy,15,Data 31,2019-05-20,10,1,4,5,1,4,5,2,65.63,58
123,Lynnell Samber,2:2,London Academy,15,Data 31,2019-05-20,10,2,1,3,3,5,3,4,65.63,58
123,Lynnell Samber,2:2,London Academy,15,Data 31,2019-05-20,10,3,4,4,3,3,3,3,65.63,58
123,Lynnell Samber,2:2,London Academy,15,Data 31,2019-05-20,10,4,5,6,8,2,5,7,65.63,58
123,Lynnell Samber,2:2,London Academy,15,Data 31,2019-05-20,10,5,6,5,6,5,8,7,65.63,58
123,Lynnell Samber,2:2,London Academy,15,Data 31,2019-05-20,10,6,5,6,8,5,2,8,65.63,58
123,Lynnell Samber,2:2,London Academy,15,Data 31,2019-05-20,10,7,3,8,5,3,6,8,65.63,58
123,Lynnell Samber,2:2,London Academy,15,Data 31,2019-05-20,10,8,8,8,7,7,8,8,65.63,58
123,Lynnell Samber,2:2,London Academy,15,Data 31,2019-05-20,10,9,8,8,6,8,8,8,65.63,58
123,Lynnell Samber,2:2,London Academy,15,Data 31,2019-05-20,10,10,6,8,8,6,8,8,65.63,58
138,Hogan Bushnell,2:1,London Academy,15,Data 31,2019-05-20,10,1,1,3,3,2,5,4,68.75,65
138,Hogan Bushnell,2:1,London Academy,15,Data 31,2019-05-20,10,2,4,2,5,4,2,3,68.75,65
138,Hogan Bushnell,2:1,London Academy,15,Data 31,2019-05-20,10,3,1,3,3,8,8,3,68.75,65
138,Hogan Bushnell,2:1,London Academy,15,Data 31,2019-05-20,10,4,6,2,5,4,4,7,68.75,65
138,Hogan Bushnell,2:1,London Academy,15,Data 31,2019-05-20,10,5,8,5,4,7,8,8,68.75,65
138,Hogan Bushnell,2:1,London Academy,15,Data 31,2019-05-20,10,6,5,7,5,5,5,3,68.75,65
138,Hogan Bushnell,2:1,London Academy,15,Data 31,2019-05-20,10,7,7,8,3,4,7,8,68.75,65
138,Hogan Bushnell,2:1,London Academy,15,Data 31,2019-05-20,10,8,8,7,8,4,8,8,68.75,65
138,Hogan Bushnell,2:1,London Academy,15,Data 31,2019-05-20,10,9,8,8,8,8,8,8,68.75,65
138,Hogan Bushnell,2:1,London Academy,15,Data 31,2019-05-20,10,10,8,8,8,8,5,8,68.75,65
140,Emmey Wadforth,2:1,London Academy,15,Data 31,2019-05-20,10,1,4,1,7,3,2,1,62.5,54
140,Emmey Wadforth,2:1,London Academy,15,Data 31,2019-05-20,10,2,1,1,3,2,1,4,62.5,54
140,Emmey Wadforth,2:1,London Academy,15,Data 31,2019-05-20,10,3,2,3,2,2,2,1,62.5,54
140,Emmey Wadforth,2:1,London Academy,15,Data 31,2019-05-20,10,4,8,5,4,3,8,5,62.5,54
140,Emmey Wadforth,2:1,London Academy,15,Data 31,2019-05-20,10,5,2,4,8,6,7,3,62.5,54
140,Emmey Wadforth,2:1,London Academy,15,Data 31,2019-05-20,10,6,3,2,4,1,4,4,62.5,54
140,Emmey Wadforth,2:1,London Academy,15,Data 31,2019-05-20,10,7,8,8,7,8,8,4,62.5,54
140,Emmey Wadforth,2:1,London Academy,15,Data 31,2019-05-20,10,8,5,7,5,5,8,8,62.5,54
140,Emmey Wadforth,2:1,London Academy,15,Data 31,2019-05-20,10,9,5,6,8,8,8,8,62.5,54
140,Emmey Wadforth,2:1,London Academy,15,Data 31,2019-05-20,10,10,8,7,8,8,8,8,62.5,54
146,Devan Claricoats,3rd,London Academy,15,Data 31,2019-05-20,10,1,3,2,2,4,4,4,53.13,55
146,Devan Claricoats,3rd,London Academy,15,Data 31,2019-05-20,10,2,2,2,2,1,5,3,53.13,55
146,Devan Claricoats,3rd,London Academy,15,Data 31,2019-05-20,10,3,2,3,5,1,1,2,53.13,55
146,Devan Claricoats,3rd,London Academy,15,Data 31,2019-05-20,10,4,5,8,5,8,5,6,53.13,55
146,Devan Claricoats,3rd,London Academy,15,Data 31,2019-05-20,10,5,5,7,3,6,6,5,53.13,55
146,Devan Claricoats,3rd,London Academy,15,Data 31,2019-05-20,10,6,5,4,8,7,8,1,53.13,55
146,Devan Claricoats,3rd,London Academy,15,Data 31,2019-05-20,10,7,8,8,8,8,7,8,53.13,55
146,Devan Claricoats,3rd,London Academy,15,Data 31,2019-05-20,10,8,6,8,8,8,8,4,53.13,55
146,Devan Claricoats,3rd,London Academy,15,Data 31,2019-05-20,10,9,7,8,8,8,8,5,53.13,55
146,Devan Claricoats,3rd,London Academy,15,Data 31,2019-05-20,10,10,8,8,8,8,7,8,53.13,55
191,Sayer Weedon,2:2,London Academy,15,Data 31,2019-05-20,10,1,1,5,7,1,3,2,62.5,57
191,Sayer Weedon,2:2,London Academy,15,Data 31,2019-05-20,10,2,6,1,5,3,1,3,62.5,57
191,Sayer Weedon,2:2,London Academy,15,Data 31,2019-05-20,10,3,4,5,4,2,3,1,62.5,57
191,Sayer Weedon,2:2,London Academy,15,Data 31,2019-05-20,10,4,7,2,8,8,7,5,62.5,57
191,Sayer Weedon,2:2,London Academy,15,Data 31,2019-05-20,10,5,4,8,4,8,8,8,62.5,57
191,Sayer Weedon,2:2,London Academy,15,Data 31,2019-05-20,10,6,3,5,2,4,6,2,62.5,57
191,Sayer Weedon,2:2,London Academy,15,Data 31,2019-05-20,10,7,3,7,6,7,8,8,62.5,57
191,Sayer Weedon,2:2,London Academy,15,Data 31,2019-05-20,10,8,8,8,8,8,8,7,62.5,57
191,Sayer Weedon,2:2,London Academy,15,Data 31,2019-05-20,10,9,8,8,8,8,8,8,62.5,57
191,Sayer Weedon,2:2,London Academy,15,Data 31,2019-05-20,10,10,8,8,8,8,8,8,62.5,57
200,Daisy Brims,1st,Birmingham Academy,26,Engineering 19,2019-04-29,10,1,1,4,3,2,3,2,53.13,65
200,Daisy Brims,1st,Birmingham Academy,26,Engineering 19,2019-04-29,10,2,4,5,2,3,3,6,53.13,65
200,Daisy Brims,1st,Birmingham Academy,26,Engineering 19,2019-04-29,10,3,2,4,1,4,4,2,53.13,65
200,Daisy Brims,1st,Birmingham Academy,26,Engineering 19,2019-04-29,10,4,7,8,8,6,5,5,53.13,65
200,Daisy Brims,1st,Birmingham Academy,26,Engineering 19,2019-04-29,10,5,7,4,5,8,3,8,53.13,65
200,Daisy Brims,1st,Birmingham Academy,26,Engineering 19,2019-04-29,10,6,4,6,3,6,8,3,53.13,65
200,Daisy Brims,1st,Birmingham Academy,26,Engineering 19,2019-04-29,10,7,8,6,8,8,8,7,53.13,65
200,Daisy Brims,1st,Birmingham Academy,26,Engineering 19,2019-04-29,10,8,8,8,7,7,8,3,53.13,65
200,Daisy Brims,1st,Birmingham Academy,26,Engineering 19,2019-04-29,10,9,8,8,3,8,8,8,53.13,65
200,Daisy Brims,1st,Birmingham Academy,26,Engineering 19,2019-04-29,10,10,8,8,8,7,8,8,53.13,65
207,Lalo Halton,2:1,London Academy,26,Engineering 19,2019-04-29,10,1,4,1,3,2,2,4,56.25,52
207,Lalo Halton,2:1,London Academy,26,Engineering 19,2019-04-29,10,2,3,2,2,4,5,1,56.25,52
207,Lalo Halton,2:1,London Academy,26,Engineering 19,2019-04-29,10,3,2,3,1,1,2,5,56.25,52
207,Lalo Halton,2:1,London Academy,26,Engineering 19,2019-04-29,10,4,5,4,4,7,4,8,56.25,52
207,Lalo Halton,2:1,London Academy,26,Engineering 19,2019-04-29,10,5,3,5,5,6,4,8,56.25,52
207,Lalo Halton,2:1,London Academy,26,Engineering 19,2019-04-29,10,6,8,7,8,3,6,8,56.25,52
207,Lalo Halton,2:1,London Academy,26,Engineering 19,2019-04-29,10,7,4,8,8,8,7,6,56.25,52
207,Lalo Halton,2:1,London Academy,26,Engineering 19,2019-04-29,10,8,8,8,8,5,4,8,56.25,52
207,Lalo Halton,2:1,London Academy,26,Engineering 19,2019-04-29,10,9,8,3,7,8,6,8,56.25,52
207,Lalo Halton,2:1,London Academy,26,Engineering 19,2019-04-29,10,10,7,8,8,6,8,8,56.25,52
224,Haroun Mccrohon,2:2,Birmingham Academy,15,Data 31,2019-05-20,10,1,2,5,3,6,5,4,59.38,57
224,Haroun Mccrohon,2:2,Birmingham Academy,15,Data 31,2019-05-20,10,2,3,2,1,3,1,2,59.38,57
224,Haroun Mccrohon,2:2,Birmingham Academy,15,Data 31,2019-05-20,10,3,1,3,3,2,6,1,59.38,57
224,Haroun Mccrohon,2:2,Birmingham Academy,15,Data 31,2019-05-20,10,4,4,4,2,8,8,8,59.38,57
224,Haroun Mccrohon,2:2,Birmingham Academy,15,Data 31,2019-05-20,10,5,7,8,7,8,3,8,59.38,57
224,Haroun Mccrohon,2:2,Birmingham Academy,15,Data 31,2019-05-20,10,6,7,8,7,7,7,3,59.38,57
224,Haroun Mccrohon,2:2,Birmingham Academy,15,Data 31,2019-05-20,10,7,7,8,8,8,5,8,59.38,57
224,Haroun Mccrohon,2:2,Birmingham Academy,15,Data 31,2019-05-20,10,8,8,5,8,8,8,8,59.38,57
224,Haroun Mccrohon,2:2,Birmingham Academy,15,Data 31,2019-05-20,10,9,8,8,7,8,8,8,59.38,57
224,Haroun Mccrohon,2:2,Birmingham Academy,15,Data 31,2019-05-20,10,10,8,8,8,8,8,8,59.38,57
229,Aldridge Du Fray,2:2,London Academy,27,Engineering 20,2019-05-27,10,1,4,5,5,2,4,3,71.88,52
229,Aldridge Du Fray,2:2,London Academy,27,Engineering 20,2019-05-27,10,2,3,4,1,2,1,8,71.88,52
229,Aldridge Du Fray,2:2,London Academy,27,Engineering 20,2019-05-27,10,3,1,1,3,4,3,3,71.88,52
229,Aldridge Du Fray,2:2,London Academy,27,Engineering 20,2019-05-27,10,4,3,8,1,5,4,7,71.88,52
229,Aldridge Du Fray,2:2,London Academy,27,Engineering 20,2019-05-27,10,5,2,5,4,4,6,8,71.88,52
229,Aldridge Du Fray,2:2,London Academy,27,Engineering 20,2019-05-27,10,6,6,7,3,5,6,8,71.88,52
229,Aldridge Du Fray,2:2,London Academy,27,Engineering 20,2019-05-27,10,7,8,8,6,5,8,8,71.88,52
229,Aldridge Du Fray,2:2,London Academy,27,Engineering 20,2019-05-27,10,8,8,8,8,6,8,8,71.88,52
229,Aldridge Du Fray,2:2,London Academy,27,Engineering 20,2019-05-27,10,9,8,7,6,8,8,5,71.88,52
229,Aldridge Du Fray,2:2,London Academy,27,Engineering 20,2019-05-27,10,10,8,8,8,8,8,8,71.88,52
249,Bailey Antrim,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,1,2,4,4,4,5,6,53.13,59
249,Bailey Antrim,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,2,4,2,4,2,4,2,53.13,59
249,Bailey Antrim,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,3,4,6,2,4,6,3,53.13,59
249,Bailey Antrim,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,4,5,4,3,2,8,4,53.13,59
249,Bailey Antrim,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,5,4,8,1,8,2,3,53.13,59
249,Bailey Antrim,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,6,4,2,4,2,3,2,53.13,59
249,Bailey Antrim,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,7,8,7,7,8,7,5,53.13,59
249,Bailey Antrim,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,8,5,6,6,3,8,6,53.13,59
267,Viv Newby,1st,Birmingham Academy,15,Data 31,2019-05-20,10,1,3,3,1,3,2,5,46.88,51
267,Viv Newby,1st,Birmingham Academy,15,Data 31,2019-05-20,10,2,5,1,1,4,4,1,46.88,51
267,Viv Newby,1st,Birmingham Academy,15,Data 31,2019-05-20,10,3,4,7,1,2,3,4,46.88,51
267,Viv Newby,1st,Birmingham Academy,15,Data 31,2019-05-20,10,4,5,3,7,8,7,8,46.88,51
267,Viv Newby,1st,Birmingham Academy,15,Data 31,2019-05-20,10,5,6,8,7,5,4,7,46.88,51
267,Viv Newby,1st,Birmingham Academy,15,Data 31,2019-05-20,10,6,5,8,8,3,3,2,46.88,51
267,Viv Newby,1st,Birmingham Academy,15,Data 31,2019-05-20,10,7,8,6,3,8,8,8,46.88,51
267,Viv Newby,1st,Birmingham Academy,15,Data 31,2019-05-20,10,8,8,6,7,5,8,8,46.88,51
267,Viv Newby,1st,Birmingham Academy,15,Data 31,2019-05-20,10,9,8,8,8,8,8,4,46.88,51
267,Viv Newby,1st,Birmingham Academy,15,Data 31,2019-05-20,10,10,8,8,8,8,8,8,46.88,51
270,Palm Jakovijevic,2:2,London Academy,26,Engineering 19,2019-04-29,10,1,2,1,1,5,3,6,59.38,58
270,Palm Jakovijevic,2:2,London Academy,26,Engineering 19,2019-04-29,10,2,2,4,3,2,2,2,59.38,58
270,Palm Jakovijevic,2:2,London Academy,26,Engineering 19,2019-04-29,10,3,3,4,1,4,6,4,59.38,58
270,Palm Jakovijevic,2:2,London Academy,26,Engineering 19,2019-04-29,10,4,1,3,8,3,8,3,59.38,58
270,Palm Jakovijevic,2:2,London Academy,26,Engineering 19,2019-04-29,10,5,4,5,5,4,1,6,59.38,58
270,Palm Jakovijevic,2:2,London Academy,26,Engineering 19,2019-04-29,10,6,8,7,5,7,5,5,59.38,58
270,Palm Jakovijevic,2:2,London Academy,26,Engineering 19,2019-04-29,10,7,7,6,8,8,8,8,59.38,58
270,Palm Jakovijevic,2:2,London Academy,26,Engineering 19,2019-04-29,10,8,7,8,4,8,2,8,59.38,58
270,Palm Jakovijevic,2:2,London Academy,26,Engineering 19,2019-04-29,10,9,8,8,8,8,8,8,59.38,58
270,Palm Jakovijevic,2:2,London Academy,26,Engineering 19,2019-04-29,10,10,8,8,8,8,8,8,59.38,58
272,Darb Noor,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,1,3,6,2,4,3,2,59.38,59
272,Darb Noor,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,2,1,1,2,5,4,5,59.38,59
272,Darb Noor,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,3,3,5,5,2,4,1,59.38,59
272,Darb Noor,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,4,5,2,7,3,4,8,59.38,59
272,Darb Noor,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,5,5,4,6,4,8,5,59.38,59
272,Darb Noor,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,6,2,3,8,7,8,4,59.38,59
272,Darb Noor,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,7,8,8,8,8,6,8,59.38,59
272,Darb Noor,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,8,8,6,8,8,8,7,59.38,59
288,Adah Spencers,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,1,5,3,2,5,4,3,68.75,52
288,Adah Spencers,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,2,4,5,1,1,4,1,68.75,52
288,Adah Spencers,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,3,6,3,1,7,2,2,68.75,52
288,Adah Spencers,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,4,4,6,8,7,3,5,68.75,52
288,Adah Spencers,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,5,2,5,8,3,3,5,68.75,52
288,Adah Spencers,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,6,5,6,5,8,7,7,68.75,52
288,Adah Spencers,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,7,7,7,7,8,8,8,68.75,52
288,Adah Spencers,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,8,8,8,6,8,7,8,68.75,52
300,Law Massen,2:1,London Academy,27,Engineering 20,2019-05-27,10,1,4,4,6,1,3,6,62.5,60
300,Law Massen,2:1,London Academy,27,Engineering 20,2019-05-27,10,2,3,1,1,3,7,2,62.5,60
300,Law Massen,2:1,London Academy,27,Engineering 20,2019-05-27,10,3,4,3,4,2,2,2,62.5,60
300,Law Massen,2:1,London Academy,27,Engineering 20,2019-05-27,10,4,8,8,8,6,6,5,62.5,60
300,Law Massen,2:1,London Academy,27,Engineering 20,2019-05-27,10,5,7,7,6,3,6,6,62.5,60
300,Law Massen,2:1,London Academy,27,Engineering 20,2019-05-27,10,6,7,8,6,8,1,8,62.5,60
300,Law Massen,2:1,London Academy,27,Engineering 20,2019-05-27,10,7,8,8,8,4,8,8,62.5,60
300,Law Massen,2:1,London Academy,27,Engineering 20,2019-05-27,10,8,7,6,8,8,8,8,62.5,60
300,Law Massen,2:1,London Academy,27,Engineering 20,2019-05-27,10,9,5,8,8,8,8,8,62.5,60
300,Law Massen,2:1,London Academy,27,Engineering 20,2019-05-27,10,10,8,8,7,8,8,8,62.5,60
324,Thatcher Frankish,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,1,3,3,1,3,1,6,65.63,63
324,Thatcher Frankish,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,2,3,1,4,2,2,1,65.63,63
324,Thatcher Frankish,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,3,4,4,3,6,4,3,65.63,63
324,Thatcher Frankish,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,4,3,7,3,4,5,4,65.63,63
324,Thatcher Frankish,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,5,8,4,7,6,4,4,65.63,63
324,Thatcher Frankish,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,6,6,3,8,6,3,3,65.63,63
324,Thatcher Frankish,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,7,7,5,7,8,8,8,65.63,63
324,Thatcher Frankish,2:1,Birmingham Academy,4,Business 23,2019-05-20,8,8,8,8,6,6,7,8,65.63,63
327,Biddy Rapps,2:1,London Academy,4,Business 23,2019-05-20,8,1,4,4,2,5,5,5,59.38,53
327,Biddy Rapps,2:1,London Academy,4,Business 23,2019-05-20,8,2,4,3,6,6,2,4,59.38,53
327,Biddy Rapps,2:1,London Academy,4,Business 23,2019-05-20,8,3,4,4,2,5,3,3,59.38,53
327,Biddy Rapps,2:1,London Academy,4,Business 23,2019-05-20,8,4,5,8,6,5,6,4,59.38,53
327,Biddy Rapps,2:1,London Academy,4,Business 23,2019-05-20,8,5,7,3,3,3,4,7,59.38,53
327,Biddy Rapps,2:1,London Academy,4,Business 23,2019-05-20,8,6,3,7,8,5,5,6,59.38,53
327,Biddy Rapps,2:1,London Academy,4,Business 23,2019-05-20,8,7,7,6,8,8,8,7,59.38,53
327,Biddy Rapps,2:1,London Academy,4,Business 23,2019-05-20,8,8,5,5,8,5,8,8,59.38,53
339,Louise Dowse,2:1,London Academy,15,Data 31,2019-05-20,10,1,3,1,7,1,1,4,62.5,50
339,Louise Dowse,2:1,London Academy,15,Data 31,2019-05-20,10,2,3,5,6,2,6,4,62.5,50
339,Louise Dowse,2:1,London Academy,15,Data 31,2019-05-20,10,3,2,2,6,3,4,2,62.5,50
339,Louise Dowse,2:1,London Academy,15,Data 31,2019-05-20,10,4,7,5,7,4,6,8,62.5,50
339,Louise Dowse,2:1,London Academy,15,Data 31,2019-05-20,10,5,8,2,4,8,4,5,62.5,50
339,Louise Dowse,2:1,London Academy,15,Data 31,2019-05-20,10,6,6,3,8,6,4,6,62.5,50
339,Louise Dowse,2:1,London Academy,15,Data 31,2019-05-20,10,7,8,8,8,5,8,8,62.5,50
339,Louise Dowse,2:1,London Academy,15,Data 31,2019-05-20,10,8,6,8,8,7,8,8,62.5,50
339,Louise Dowse,2:1,London Academy,15,Data 31,2019-05-20,10,9,8,5,5,8,8,8,62.5,50
339,Louise Dowse,2:1,London Academy,15,Data 31,2019-05-20,10,10,8,8,8,8,8,8,62.5,50
340,Yelena Kelleway,3rd,London Academy,26,Engineering 19,2019-04-29,10,1,3,5,1,3,1,5,78.13,52
